Time(s),Reference(C),Temperature(C),Control_Effort(%)
0.0,35.0,30.147,97.18295288085938
1.01,35.0,30.276,99.83683776855469
2.01,35.0,30.18,99.39774322509766
3.01,35.0,30.212,99.60453796386719
4.01,35.0,30.147,99.08860778808594
5.01,35.0,30.212,98.5152587890625
6.0,35.0,30.276,97.61373138427734
7.02,35.0,30.244,94.68212127685547
8.02,35.0,30.212,90.04060363769531
9.02,35.0,30.373,87.10226440429688
10.01,35.0,30.373,87.13957977294922
11.0,35.0,30.534,86.60530853271484
12.01,35.0,30.566,85.77345275878906
13.01,35.0,30.599,84.98716735839844
14.01,35.0,30.76,86.13787841796875
15.01,35.0,30.856,88.91152954101562
16.01,35.0,30.953,89.15119171142578
17.01,35.0,31.114,86.013427734375
18.01,35.0,31.243,79.1841049194336
19.01,35.0,31.308,78.07725524902344
20.01,35.0,31.437,73.10953521728516
21.01,35.0,31.598,75.13713836669922
22.01,35.0,31.694,72.83386993408203
23.01,35.0,31.888,72.04269409179688
24.01,35.0,32.146,73.01942443847656
25.01,35.0,32.21,70.22724151611328
26.01,35.0,32.5,69.74940490722656
27.01,35.0,32.532,70.30663299560547
28.01,35.0,32.758,68.90340423583984
29.01,35.0,32.919,69.02980041503906
30.02,35.0,33.177,68.78279113769531
31.0,35.0,33.273,67.70198059082031
32.01,35.0,33.467,66.51966857910156
33.0,35.0,33.757,65.41566467285156
34.01,35.0,33.789,64.58651733398438
35.01,35.0,34.079,64.30598449707031
36.01,35.0,34.176,64.8381576538086
37.0,35.0,34.401,63.46091079711914
38.02,35.0,34.595,62.32234191894531
39.01,35.0,34.756,61.99640655517578
40.01,35.0,35.046,61.615882873535156
41.01,35.0,35.078,59.90279769897461
42.01,35.0,35.433,61.94137191772461
43.01,35.0,35.658,57.76637268066406
44.01,35.0,35.755,57.72266387939453
45.01,35.0,36.013,57.95450210571289
46.01,35.0,36.077,52.63694381713867
47.01,35.0,36.399,56.106693267822266
48.0,35.0,36.528,46.496726989746094
49.0,35.0,36.689,49.25007629394531
50.0,35.0,36.883,45.67815017700195
51.01,35.0,37.012,42.63962936401367
52.01,35.0,37.205,41.24163818359375
53.01,35.0,37.398,36.56316375732422
54.01,35.0,37.56,29.564746856689453
55.0,35.0,37.688,28.174894332885742
56.01,35.0,37.882,24.590391159057617
57.01,35.0,38.043,21.613996505737305
58.01,35.0,38.236,19.832181930541992
59.01,35.0,38.333,16.538766860961914
60.0,35.0,38.494,15.265697479248047
61.0,35.0,38.688,14.468487739562988
62.0,35.0,38.849,13.274112701416016
63.01,35.0,38.913,12.618210792541504
64.01,35.0,39.074,12.405604362487793
65.01,35.0,39.332,11.37663745880127
66.01,35.0,39.235,9.180829048156738
67.01,35.0,39.396,10.910690307617188
68.0,35.0,39.525,9.740474700927734
69.01,35.0,39.622,9.457561492919922
70.01,35.0,39.687,7.903182506561279
71.0,35.0,39.783,7.66994047164917
72.02,35.0,39.848,6.694382667541504
73.0,35.0,39.912,6.070298194885254
74.01,35.0,40.041,6.248843669891357
75.01,35.0,40.202,5.575823783874512
76.01,35.0,40.267,4.57220983505249
77.0,35.0,40.299,4.702043533325195
78.0,35.0,40.267,5.0778656005859375
79.0,35.0,40.363,5.798733234405518
80.01,35.0,40.428,5.747375011444092
81.01,35.0,40.46,5.626687526702881
82.0,35.0,40.492,5.772182464599609
83.01,35.0,40.589,6.024298191070557
84.01,35.0,40.557,5.121302604675293
85.01,35.0,40.686,5.757486820220947
86.01,35.0,40.621,4.637753963470459
87.01,35.0,40.653,5.141589164733887
88.0,35.0,40.718,4.988321781158447
