Time(s),Reference(C),Temperature(C),Control_Effort(%)
0.0,35.0,29.31,33.38962483128614
1.01,35.0,29.31,36.609980006937256
2.01,35.0,29.31,39.65063093216559
3.01,35.0,29.471,42.40786139622534
4.01,35.0,29.342,45.12712738545871
5.01,35.0,29.374,47.67478282817599
6.01,35.0,29.374,50.09149219318183
7.0,35.0,29.406,52.36063058705789
8.0,35.0,29.374,54.532880436065945
9.01,35.0,29.438,56.54382765644424
10.01,35.0,29.503,58.408899550041305
11.0,35.0,29.503,60.18438412736303
12.01,35.0,29.664,60.18438412736303
13.01,35.0,29.6,61.814703596771196
14.0,35.0,29.6,61.814703596771196
15.0,35.0,29.664,61.814703596771196
16.0,35.0,29.761,61.814703596771196
17.01,35.0,29.793,61.814703596771196
18.01,35.0,29.89,61.814703596771196
19.01,35.0,29.922,61.814703596771196
20.0,35.0,30.019,61.814703596771196
21.01,35.0,30.18,61.814703596771196
22.01,35.0,30.147,61.814703596771196
23.01,35.0,30.309,61.814703596771196
24.01,35.0,30.373,61.814703596771196
25.01,35.0,30.47,61.814703596771196
26.01,35.0,30.534,61.814703596771196
27.01,35.0,30.695,61.814703596771196
28.01,35.0,30.856,61.814703596771196
29.0,35.0,30.856,61.814703596771196
30.01,35.0,31.082,62.13208954734701
31.01,35.0,31.243,62.30241619081135
32.01,35.0,31.243,62.46348765463009
33.01,35.0,31.437,62.46178725671255
34.01,35.0,31.533,62.38502967083095
35.01,35.0,31.63,62.23607552488316
36.01,35.0,31.791,61.967785057327994
37.01,35.0,31.984,61.559686838005184
38.01,35.0,32.146,61.05160911396126
39.01,35.0,32.242,60.49196323584146
40.01,35.0,32.436,59.806861747270936
41.0,35.0,32.5,59.10678136268097
42.0,35.0,32.758,58.24385017998824
43.01,35.0,32.79,57.402980669958396
44.0,35.0,33.08,56.37381488252114
45.0,35.0,33.209,55.29705475788179
46.0,35.0,33.338,54.17725098949451
47.01,35.0,33.467,53.02098519757017
48.01,35.0,33.628,51.79859754507824
49.01,35.0,33.789,50.50813783874032
50.01,35.0,33.854,49.23250410238952
51.01,35.0,34.111,47.82240873913652
52.01,35.0,34.272,46.36674986008302
53.02,35.0,34.369,44.90641895162436
54.02,35.0,34.627,43.3191541423524
55.01,35.0,34.756,41.717592051558725
56.0,35.0,34.82,40.14947420844758
57.01,35.0,35.014,38.51354538312088
58.01,35.0,35.175,36.83507681882305
59.01,35.0,35.336,35.11263213746106
60.0,35.0,35.465,33.42855362381995
61.0,35.0,35.626,31.793917417075356
62.01,35.0,35.755,30.214899630117664
63.01,35.0,35.948,28.6883808588709
64.01,35.0,36.077,27.214053883357373
65.01,35.0,36.109,25.802893340353275
66.01,35.0,36.303,24.443769223282963
67.01,35.0,36.399,23.137974212371837
68.01,35.0,36.625,21.871251815947076
69.0,35.0,36.722,20.664795590728833
70.02,35.0,36.818,19.509743152309376
71.01,35.0,36.915,18.41170821035179
72.01,35.0,37.044,17.363412293832685
73.01,35.0,37.076,16.368932486265017
74.0,35.0,37.27,15.418495158632997
75.0,35.0,37.27,14.518426563116492
76.0,35.0,37.398,13.66375004429577
77.0,35.0,37.495,12.853472951400175
78.01,35.0,37.624,12.082308784305415
79.01,35.0,37.688,11.351988945523974
80.01,35.0,37.721,10.662639933648514
81.01,35.0,37.817,10.011036004231864
82.01,35.0,37.979,9.395914749120623
83.01,35.0,37.946,8.813243973130774
84.01,35.0,37.979,8.265919755224173
85.0,35.0,38.075,7.748518294143863
86.0,35.0,38.14,7.260983847014914
87.0,35.0,38.269,6.799931649712843
88.01,35.0,38.269,6.367831639124893
89.01,35.0,38.301,5.960380678007921
90.01,35.0,38.333,5.578194588907919
91.01,35.0,38.333,5.217572406181572
92.01,35.0,38.494,4.879453049919841
93.0,35.0,38.462,4.561374850121123
94.01,35.0,38.591,4.262907876564143
95.0,35.0,38.591,3.9832364401301232
96.0,35.0,38.623,3.728668613443794
97.01,35.0,38.72,3.4889119658225884
98.01,35.0,38.559,3.263300861648901
99.01,35.0,38.623,3.0515302108682576
100.01,35.0,38.623,2.85197864429573
101.0,35.0,38.623,2.664600197784946
102.01,35.0,38.623,2.488464422388162
103.01,35.0,38.655,2.3229495140186383
104.01,35.0,38.688,2.1680722382275666
105.01,35.0,38.623,2.022695145372422
106.01,35.0,38.623,1.8864078594466094
107.01,35.0,38.72,1.758367394123239
108.01,35.0,38.688,1.63800398634259
109.02,35.0,38.623,1.525341777350885
110.01,35.0,38.688,1.4195205414179795
111.01,35.0,38.655,1.32011350079275
