Time(s),Reference(C),Temperature(C),Control_Effort(%)
0.0,35.0,32.0,30.0
1.0,35.0,32.0,30.0
2.0,35.0,32.0,30.0
3.0,35.0,32.0,30.0
4.0,35.0,32.0,30.0
5.0,35.0,32.0,30.0
6.0,35.0,32.0,30.0
7.0,35.0,32.0,30.0
8.0,35.0,32.0,30.0
9.0,35.0,32.0,30.0
10.0,35.0,32.0,30.0
11.0,35.0,32.0,30.0
12.0,35.0,32.0,30.0
13.0,35.0,32.0,30.0
14.0,35.0,32.0,30.0
15.0,35.0,32.0,30.0
16.0,35.0,32.0,30.0
17.0,35.0,32.0,30.0
18.0,35.0,32.0,30.0
19.0,35.0,32.0,30.0
20.0,35.0,32.0,30.0
21.0,35.0,32.0,30.0
22.0,35.0,32.0,30.0
23.0,35.0,31.985,31.061520698629135
24.0,35.0,32.309,31.061520698629135
25.0,35.0,32.13,31.061520698629135
26.0,35.0,32.338,31.061520698629135
27.0,35.0,32.476,31.061520698629135
28.0,35.0,32.492,31.061520698629135
29.0,35.0,32.619,31.061520698629135
30.0,35.0,32.807,31.061520698629135
31.0,35.0,32.842,31.061520698629135
32.0,35.0,33.134,31.061520698629135
33.0,35.0,32.994,31.061520698629135
34.0,35.0,33.095,31.061520698629135
35.0,35.0,33.307,31.061520698629135
36.0,35.0,33.381,30.953945141632364
37.0,35.0,33.501,30.75791435723679
38.0,35.0,33.426,30.63133392379904
39.0,35.0,33.604,30.371017796334776
40.0,35.0,33.52,30.1889890533775
41.0,35.0,33.681,29.891610119683286
42.0,35.0,33.736,29.566062882142536
43.0,35.0,33.924,29.108987481555552
44.0,35.0,34.082,28.550737301477653
45.0,35.0,34.031,28.064706735596555
46.0,35.0,34.129,27.526782653896543
47.0,35.0,34.319,26.86777848751273
48.0,35.0,34.246,26.299026391715554
49.0,35.0,34.524,25.54494869927864
50.0,35.0,34.298,25.008128615180517
51.0,35.0,34.539,24.31101106131489
52.0,35.0,34.652,23.561404904435616
53.0,35.0,34.714,22.80062993321937
54.0,35.0,34.771,22.03541964146842
55.0,35.0,34.811,21.278776962604596
56.0,35.0,34.79,20.574608855428046
57.0,35.0,34.976,19.765650645283163
58.0,35.0,35.192,18.832541223305853
59.0,35.0,35.267,17.92856085401201
60.0,35.0,35.488,17.033584275305593
61.0,35.0,35.455,16.183359384827348
62.0,35.0,35.625,15.349932639347239
63.0,35.0,35.46,14.573770274585412
64.0,35.0,35.523,13.825664855327227
65.0,35.0,35.67,13.100109193102776
66.0,35.0,35.805,12.396207079030294
67.0,35.0,35.802,11.725722509368287
68.0,35.0,35.87,11.082160784255251
69.0,35.0,36.061,10.460149073912026
70.0,35.0,35.983,9.87183586578556
71.0,35.0,36.242,9.308098519122252
72.0,35.0,36.22,8.77197587740838
73.0,35.0,36.259,8.263348999497438
74.0,35.0,36.175,7.7826874600456
75.0,35.0,36.355,7.32430266241319
76.0,35.0,36.382,6.889254659958377
77.0,35.0,36.501,6.47686780275385
78.0,35.0,36.403,6.087430603344293
79.0,35.0,36.601,5.716306611324891
80.0,35.0,36.282,5.367934797954623
81.0,35.0,36.533,5.037792674227101
82.0,35.0,36.766,4.724909717317801
83.0,35.0,36.622,4.432033969829366
84.0,35.0,36.614,4.15516949452442
85.0,35.0,36.823,3.893657286711285
86.0,35.0,36.653,3.647202508867023
87.0,35.0,36.646,3.415902279126054
88.0,35.0,36.761,3.197331121974063
89.0,35.0,36.776,2.992465171967046
90.0,35.0,36.784,2.7993937485174647
91.0,35.0,36.692,2.61835288201637
92.0,35.0,36.721,2.4483568064280106
93.0,35.0,36.729,2.288223206023471
94.0,35.0,36.864,2.138086608003004
95.0,35.0,36.715,1.9970540812521322
96.0,35.0,36.761,1.8647666827921767
97.0,35.0,36.774,1.7439939489614733
98.0,35.0,36.782,1.6305141675231942
99.0,35.0,36.79,1.5241278704512353
100.0,35.0,36.773,1.4243364352176382
101.0,35.0,36.825,1.3304568771216219
102.0,35.0,36.637,1.2423372121573095
103.0,35.0,36.718,1.1597873721400036
104.0,35.0,36.835,1.0823826980220257
105.0,35.0,36.761,1.0094207437028568
106.0,35.0,36.759,0.9411506537275638
107.0,35.0,36.682,0.8768455640029522
108.0,35.0,36.682,0.8166238354916447
109.0,35.0,36.701,0.7601546501330243
110.0,35.0,36.811,0.7071002096377316
111.0,35.0,36.589,0.6576899338366844
112.0,35.0,36.74,0.6112537022368018
