Time(s),Reference(C),Temperature(C),Control_Effort(%)
0.0,35.0,32.0,30.0
1.0,35.0,32.0,30.0
2.0,35.0,32.0,30.0
3.0,35.0,32.0,30.0
4.0,35.0,32.0,30.0
5.0,35.0,32.0,30.0
6.0,35.0,32.0,30.0
7.0,35.0,32.0,30.0
8.0,35.0,32.0,30.0
9.0,35.0,32.0,30.0
10.0,35.0,32.0,30.0
11.0,35.0,32.0,30.0
12.0,35.0,32.0,30.0
13.0,35.0,32.0,30.0
14.0,35.0,32.0,30.0
15.0,35.0,32.0,30.0
16.0,35.0,32.0,30.0
17.0,35.0,32.0,30.0
18.0,35.0,32.0,30.0
19.0,35.0,32.0,30.0
20.0,35.0,32.0,30.0
21.0,35.0,32.0,30.0
22.0,35.0,32.0,30.0
23.0,35.0,32.23,30.0
24.0,35.0,32.203,30.0
25.0,35.0,32.174,30.0
26.0,35.0,32.504,30.0
27.0,35.0,32.582,30.0
28.0,35.0,32.434,30.0
29.0,35.0,32.785,30.0
30.0,35.0,32.707,30.0
31.0,35.0,32.764,30.0
32.0,35.0,33.029,30.0
33.0,35.0,32.975,30.0
34.0,35.0,32.993,30.0
35.0,35.0,33.172,30.0
36.0,35.0,33.28,30.0
37.0,35.0,33.411,30.0
38.0,35.0,33.424,30.0
39.0,35.0,33.615,29.764708943481434
40.0,35.0,33.715,29.464176113259324
41.0,35.0,33.769,29.134176842422438
42.0,35.0,33.858,28.754013668138033
43.0,35.0,33.691,28.522156094718845
44.0,35.0,34.057,28.018631323631308
45.0,35.0,34.022,27.568423751929096
46.0,35.0,34.046,27.1216299568758
47.0,35.0,34.279,26.51548126888655
48.0,35.0,34.211,25.99419366753903
49.0,35.0,34.481,25.288063355237124
50.0,35.0,34.728,24.426451157162727
51.0,35.0,34.753,23.587695006377682
52.0,35.0,34.683,22.850757377544294
53.0,35.0,34.667,22.163975702122507
54.0,35.0,34.902,21.330405677575673
55.0,35.0,34.931,20.517325837841565
56.0,35.0,35.134,19.583976223004164
57.0,35.0,35.048,18.76936840103243
58.0,35.0,35.141,17.923172234957246
59.0,35.0,35.234,17.06550445559157
60.0,35.0,35.49,16.2096132800049
61.0,35.0,35.562,15.382079720846265
62.0,35.0,35.51,14.599348423513971
63.0,35.0,35.686,13.833930292025478
64.0,35.0,35.633,13.107895993560021
65.0,35.0,35.788,12.402694030226915
66.0,35.0,35.733,11.735773476205729
67.0,35.0,35.924,11.087935377427195
68.0,35.0,35.946,10.47194742911109
69.0,35.0,36.072,9.88127760355234
70.0,35.0,36.095,9.32027574393741
71.0,35.0,36.134,8.787583585498695
72.0,35.0,36.352,8.275018422676771
73.0,35.0,36.223,7.792536127800452
74.0,35.0,36.187,7.336251725724089
75.0,35.0,36.432,6.900519159090368
76.0,35.0,36.353,6.4875850394925365
77.0,35.0,36.454,6.096282822715983
78.0,35.0,36.572,5.72506373775085
79.0,35.0,36.514,5.375138134417201
80.0,35.0,36.545,5.045798790344586
81.0,35.0,36.643,4.734327314261518
82.0,35.0,36.804,4.439896190423443
83.0,35.0,36.55,4.162891587305107
84.0,35.0,36.788,3.900940134564486
85.0,35.0,36.796,3.6542534032299474
86.0,35.0,36.802,3.422485768581565
87.0,35.0,36.802,3.2045424256255144
88.0,35.0,36.656,2.9993203153046357
89.0,35.0,36.795,2.80546856826544
90.0,35.0,36.758,2.6240347644830715
91.0,35.0,36.851,2.453601100362839
92.0,35.0,36.828,2.2932632512215334
93.0,35.0,36.73,2.1426150700244087
94.0,35.0,36.729,2.001765487523845
95.0,35.0,36.75,1.8691702820432132
96.0,35.0,36.971,1.7481353152905665
97.0,35.0,36.977,1.6348343594180779
98.0,35.0,36.964,1.528166864263397
99.0,35.0,36.887,1.4281470757198145
100.0,35.0,36.879,1.3342233665522147
101.0,35.0,36.898,1.2457305771207356
102.0,35.0,36.917,1.1623330420152824
103.0,35.0,36.831,1.0843938556674884
104.0,35.0,36.902,1.011398527955482
105.0,35.0,36.889,0.9427757964361486
106.0,35.0,36.701,0.8783286977800517
107.0,35.0,36.661,0.8180784725837623
108.0,35.0,36.73,0.761664835872336
109.0,35.0,36.711,0.7087422499268974
110.0,35.0,36.751,0.65912280717691
111.0,35.0,36.86,0.6123777640281259
112.0,35.0,36.667,0.5688767621380089
113.0,35.0,36.914,0.5276890381396183
114.0,35.0,36.567,0.4895471020302836
115.0,35.0,36.661,0.45378614707419185
