Time(s),Reference(C),Temperature(C),Control_Total(%),Base_NMPC(%),Residual_SAC(%)
36.0,40.77585271554666,37.141,50.60057010299117,60.54783370143325,-9.947263598442078
37.0,40.77585271554666,37.302,50.66595431214721,60.54783370143325,-9.881879389286041
38.0,40.77585271554666,37.431,50.05344148522765,60.54783370143325,-10.494392216205597
39.0,40.77585271554666,37.56,51.73247571832091,60.54783370143325,-8.815357983112335
40.0,40.77585271554666,37.688,51.13308962232024,60.54783370143325,-9.414744079113007
41.0,40.77585271554666,37.785,49.99754603749663,60.54783370143325,-10.550287663936615
42.0,40.77585271554666,37.946,50.23254867440612,60.54783370143325,-10.31528502702713
43.0,40.77585271554666,38.172,49.91444404965789,60.54783370143325,-10.63338965177536
44.0,40.77585271554666,38.14,49.534011145891256,60.54783370143325,-11.013822555541992
45.0,40.77585271554666,38.236,49.26680948382766,60.54783370143325,-11.28102421760559
46.0,40.77585271554666,38.462,48.61265893823058,60.54783370143325,-11.935174763202667
47.0,40.77585271554666,38.559,48.42991646176726,60.54783370143325,-12.117917239665985
48.0,40.77585271554666,38.72,48.309737404645986,60.54783370143325,-12.238096296787262
49.0,40.77585271554666,38.849,48.35501666909606,60.54783370143325,-12.192817032337189
50.0,40.77585271554666,38.945,46.94926924244375,59.15090806023092,-12.20163881778717
51.0,40.77585271554666,39.01,46.690453059830375,59.15090806023092,-12.460455000400543
52.0,40.77585271554666,39.203,45.727712578930564,59.15090806023092,-13.423195481300354
53.0,40.77585271554666,39.332,45.35333610311956,59.15090806023092,-13.797571957111359
54.0,40.77585271554666,39.493,45.45682377354116,59.15090806023092,-13.694084286689758
55.0,40.77585271554666,39.687,42.783901870923756,56.587126136499165,-13.803224265575409
56.0,40.77585271554666,39.719,43.01000225611281,56.587126136499165,-13.577123880386353
57.0,40.77585271554666,39.977,43.376384854989766,56.587126136499165,-13.2107412815094
58.0,40.77585271554666,40.041,43.28592109747481,56.587126136499165,-13.301205039024353
59.0,40.77585271554666,40.105,42.75908964939666,56.587126136499165,-13.828036487102509
60.0,40.77585271554666,40.299,39.41307193466984,53.18957692810856,-13.77650499343872
61.0,40.77585271554666,40.331,39.59677464196049,53.18957692810856,-13.592802286148071
62.0,40.77585271554666,40.492,39.43512326905094,53.18957692810856,-13.754453659057617
63.0,40.77585271554666,40.621,39.334751431434974,53.18957692810856,-13.854825496673584
64.0,40.77585271554666,40.75,39.49963307806812,53.18957692810856,-13.689943850040436
65.0,40.77585271554666,40.847,35.572560709078076,49.33985231455064,-13.767291605472565
66.0,40.77585271554666,41.072,35.59518782432771,49.33985231455064,-13.744664490222931
67.0,40.77585271554666,41.072,35.6788146310637,49.33985231455064,-13.661037683486938
68.0,40.77585271554666,41.201,35.89449552829957,49.33985231455064,-13.445356786251068
69.0,40.77585271554666,41.362,35.981324892599346,49.33985231455064,-13.358527421951294
70.0,40.77585271554666,41.459,31.989327529204317,45.582116404307314,-13.592788875102997
71.0,40.77585271554666,41.588,31.98085443092627,45.582116404307314,-13.601261973381042
72.0,40.77585271554666,41.685,32.22304091764731,45.582116404307314,-13.359075486660004
73.0,40.77585271554666,41.91,32.366687515509554,45.582116404307314,-13.21542888879776
74.0,40.77585271554666,41.878,32.32775256944937,45.582116404307314,-13.25436383485794
75.0,40.77585271554666,42.007,29.08830159259184,41.97426491332396,-12.885963320732117
76.0,40.77585271554666,42.136,28.923211627725202,41.97426491332396,-13.051053285598755
77.0,40.77585271554666,42.168,28.360646003011304,41.97426491332396,-13.613618910312653
78.0,40.77585271554666,42.329,28.452564411882,41.97426491332396,-13.521700501441956
79.0,40.77585271554666,42.394,28.356432252648908,41.97426491332396,-13.617832660675049
80.0,40.77585271554666,42.587,24.72118187155443,38.53831070866304,-13.817128837108612
81.0,40.77585271554666,42.555,24.471598746439987,38.53831070866304,-14.066711962223053
82.0,40.77585271554666,42.684,24.55384957995134,38.53831070866304,-13.9844611287117
83.0,40.77585271554666,42.941,24.45161271300035,38.53831070866304,-14.08669799566269
84.0,40.77585271554666,42.941,24.1300104876967,38.53831070866304,-14.408300220966339
85.0,40.77585271554666,42.877,20.992353866659528,35.32540113743437,-14.333047270774841
86.0,40.77585271554666,43.103,21.2196639281143,35.32540113743437,-14.105737209320068
87.0,40.77585271554666,43.07,20.937678824030286,35.32540113743437,-14.387722313404083
88.0,40.77585271554666,43.167,20.917263637148267,35.32540113743437,-14.408137500286102
89.0,40.77585271554666,43.167,20.857478986345654,35.32540113743437,-14.467922151088715
90.0,40.77585271554666,43.167,17.87661040918406,32.331107210083566,-14.454496800899506
91.0,40.77585271554666,43.393,17.92026425497111,32.331107210083566,-14.410842955112457
92.0,40.77585271554666,43.457,17.758285652561746,32.331107210083566,-14.57282155752182
93.0,40.77585271554666,43.457,17.71831179754313,32.331107210083566,-14.612795412540436
94.0,40.77585271554666,43.521,17.729187261028848,32.331107210083566,-14.601919949054718
95.0,40.77585271554666,43.747,14.85896819282333,29.531728858240047,-14.672760665416718
96.0,40.77585271554666,43.65,14.735633069761196,29.531728858240047,-14.796095788478851
97.0,40.77585271554666,43.747,14.824294382818142,29.531728858240047,-14.707434475421906
98.0,40.77585271554666,43.812,14.793769056089321,29.531728858240047,-14.737959802150726
99.0,40.77585271554666,43.844,14.773678416498104,29.531728858240047,-14.758050441741943
100.0,40.77585271554666,43.812,12.204842881076921,26.95012869011699,-14.74528580904007
