Time(s),Reference(C),Temperature(C),Control_Total(%),Base_NMPC(%),Residual_SAC(%)
346.0,40.77585271554666,39.719,11.795259989838208,21.273884452919567,-9.47862446308136
347.0,40.77585271554666,39.59,11.265895642380322,21.273884452919567,-10.007988810539246
348.0,40.77585271554666,39.429,11.500699795822705,21.273884452919567,-9.773184657096863
349.0,40.77585271554666,39.59,11.73018244657954,21.273884452919567,-9.543702006340027
350.0,40.77585271554666,39.525,11.355409003834332,21.273884452919567,-9.918475449085236
351.0,40.77585271554666,39.687,11.418572343926037,21.273884452919567,-9.85531210899353
352.0,40.77585271554666,39.558,11.231186069588269,21.273884452919567,-10.042698383331299
353.0,40.77585271554666,39.687,11.366220094303692,21.273884452919567,-9.907664358615875
354.0,40.77585271554666,39.59,11.207702435593212,21.273884452919567,-10.066182017326355
355.0,40.77585271554666,39.59,11.207478918175305,21.273884452919567,-10.066405534744263
356.0,40.77585271554666,39.558,11.233016230206097,21.273884452919567,-10.04086822271347
357.0,40.77585271554666,39.719,11.363284863571728,21.273884452919567,-9.91059958934784
358.0,40.77585271554666,39.622,10.983301676849926,21.273884452919567,-10.290582776069641
359.0,40.77585271554666,39.654,11.134543396572674,21.273884452919567,-10.139341056346893
360.0,40.77585271554666,39.654,11.103109695057476,21.273884452919567,-10.170774757862091
361.0,40.77585271554666,39.59,11.120645977596844,21.273884452919567,-10.153238475322723
362.0,40.77585271554666,39.719,11.087803222279156,21.273884452919567,-10.186081230640411
363.0,40.77585271554666,39.654,10.878548897842968,21.273884452919567,-10.3953355550766
364.0,40.77585271554666,39.59,11.075133360962475,21.273884452919567,-10.198751091957092
365.0,40.77585271554666,39.654,11.248666025738324,21.273884452919567,-10.025218427181244
366.0,40.77585271554666,39.59,10.926032044033612,21.273884452919567,-10.347852408885956
367.0,40.77585271554666,39.719,11.186496891121472,21.273884452919567,-10.087387561798096
368.0,40.77585271554666,39.719,11.049778439144696,21.273884452919567,-10.224106013774872
369.0,40.77585271554666,39.751,10.864689923863018,21.273884452919567,-10.409194529056549
370.0,40.77585271554666,39.815,10.812990345100964,21.273884452919567,-10.460894107818604
371.0,40.77585271554666,39.783,10.808484233955944,21.273884452919567,-10.465400218963623
372.0,40.77585271554666,39.783,10.771401800255383,21.273884452919567,-10.502482652664185
373.0,40.77585271554666,39.815,10.819624342064465,21.273884452919567,-10.454260110855103
374.0,40.77585271554666,39.815,10.627566553692425,21.273884452919567,-10.646317899227142
375.0,40.77585271554666,39.783,10.680997051338757,21.273884452919567,-10.59288740158081
376.0,40.77585271554666,39.783,10.648000516037548,21.273884452919567,-10.625883936882019
377.0,40.77585271554666,39.88,10.640814878086651,21.273884452919567,-10.633069574832916
378.0,40.77585271554666,39.848,10.42529759560069,21.273884452919567,-10.848586857318878
379.0,40.77585271554666,39.815,10.574663557152356,21.273884452919567,-10.699220895767212
380.0,40.77585271554666,39.88,10.518989838699902,21.273884452919567,-10.754894614219666
381.0,40.77585271554666,39.944,10.361848153214062,21.273884452919567,-10.912036299705505
382.0,40.77585271554666,39.848,10.292427219490612,21.273884452919567,-10.981457233428955
383.0,40.77585271554666,39.815,10.522676087956036,21.273884452919567,-10.751208364963531
384.0,40.77585271554666,39.912,10.4712500945135,21.273884452919567,-10.802634358406067
385.0,40.77585271554666,39.944,10.270393766502941,21.273884452919567,-11.003490686416626
386.0,40.77585271554666,39.912,10.232552267651165,21.273884452919567,-11.041332185268402
387.0,40.77585271554666,39.815,10.338753439526165,21.273884452919567,-10.935131013393402
388.0,40.77585271554666,39.912,10.258327402214611,21.273884452919567,-11.015557050704956
389.0,40.77585271554666,39.88,10.171057261566723,21.273884452919567,-11.102827191352844
390.0,40.77585271554666,39.977,10.218272186855877,21.273884452919567,-11.05561226606369
391.0,40.77585271554666,39.944,10.177203990559185,21.273884452919567,-11.096680462360382
392.0,40.77585271554666,39.912,10.173328198532666,21.273884452919567,-11.100556254386902
393.0,40.77585271554666,39.977,10.158536709885205,21.273884452919567,-11.115347743034363
394.0,40.77585271554666,39.912,10.077921129803265,21.273884452919567,-11.195963323116302
395.0,40.77585271554666,39.977,10.236120499710644,21.273884452919567,-11.037763953208923
396.0,40.77585271554666,39.815,10.088594533543194,21.273884452919567,-11.185289919376373
397.0,40.77585271554666,39.848,10.212931908707226,21.273884452919567,-11.060952544212341
398.0,40.77585271554666,39.815,10.15267340097865,21.273884452919567,-11.121211051940918
399.0,40.77585271554666,39.88,10.196941472630108,21.273884452919567,-11.07694298028946
400.0,40.77585271554666,39.848,10.069995202164257,21.273884452919567,-11.20388925075531
401.0,40.77585271554666,39.783,10.204273738007153,21.273884452919567,-11.069610714912415
402.0,40.77585271554666,39.912,10.256606318096722,21.273884452919567,-11.017278134822845
403.0,40.77585271554666,39.944,10.061216332058514,21.273884452919567,-11.212668120861053
404.0,40.77585271554666,39.912,9.977433063129986,21.273884452919567,-11.296451389789581
405.0,40.77585271554666,39.977,10.129531301598156,21.273884452919567,-11.144353151321411
406.0,40.77585271554666,39.944,10.004948951344097,21.273884452919567,-11.26893550157547
407.0,40.77585271554666,39.944,9.995375253300274,21.273884452919567,-11.278509199619293
408.0,40.77585271554666,39.944,9.986965633968914,21.273884452919567,-11.286918818950653
409.0,40.77585271554666,39.944,10.012492217163647,21.273884452919567,-11.26139223575592
410.0,40.77585271554666,39.912,9.966424383263195,21.273884452919567,-11.307460069656372
411.0,40.77585271554666,39.88,9.954873003105725,21.273884452919567,-11.319011449813843
412.0,40.77585271554666,39.944,9.969423092941845,21.273884452919567,-11.304461359977722
413.0,40.77585271554666,39.977,9.930498875717724,21.273884452919567,-11.343385577201843
414.0,40.77585271554666,39.88,9.87959412489375,21.273884452919567,-11.394290328025818
415.0,40.77585271554666,39.88,9.961044766048992,21.273884452919567,-11.312839686870575
416.0,40.77585271554666,39.912,9.873173810581768,21.273884452919567,-11.400710642337799
417.0,40.77585271554666,39.944,9.866247452835644,21.273884452919567,-11.407637000083923
418.0,40.77585271554666,39.88,9.782205797772015,21.273884452919567,-11.491678655147552
419.0,40.77585271554666,39.977,9.871851481537426,21.273884452919567,-11.402032971382141
420.0,40.77585271554666,39.977,9.717442967037762,21.273884452919567,-11.556441485881805
421.0,40.77585271554666,39.912,9.68349603567561,21.273884452919567,-11.590388417243958
422.0,40.77585271554666,39.848,9.678554512600506,21.273884452919567,-11.595329940319061
423.0,40.77585271554666,39.88,9.761483050922955,21.273884452919567,-11.512401401996613
424.0,40.77585271554666,39.88,9.683494247536267,21.273884452919567,-11.5903902053833
425.0,40.77585271554666,39.88,9.636551119427288,21.273884452919567,-11.637333333492279
426.0,40.77585271554666,39.88,9.610334314446057,21.273884452919567,-11.66355013847351
427.0,40.77585271554666,39.944,9.672267414669598,21.273884452919567,-11.60161703824997
428.0,40.77585271554666,39.912,9.510316528420056,21.273884452919567,-11.763567924499512
429.0,40.77585271554666,39.783,9.536980368237103,21.273884452919567,-11.736904084682465
430.0,40.77585271554666,39.912,9.663780011276806,21.273884452919567,-11.610104441642761
431.0,40.77585271554666,39.88,9.459578074555004,21.273884452919567,-11.814306378364563
432.0,40.77585271554666,39.944,9.461317934135998,21.273884452919567,-11.81256651878357
433.0,40.77585271554666,39.977,9.398051776032055,21.273884452919567,-11.875832676887512
434.0,40.77585271554666,39.848,9.337845124344433,21.273884452919567,-11.936039328575134
435.0,40.77585271554666,39.88,9.466421283821667,21.273884452919567,-11.8074631690979
436.0,40.77585271554666,39.912,9.376666523556317,21.273884452919567,-11.89721792936325
437.0,40.77585271554666,39.815,9.297353602985943,21.273884452919567,-11.976530849933624
438.0,40.77585271554666,39.944,9.400573052506054,21.273884452919567,-11.873311400413513
439.0,40.77585271554666,39.848,9.21012458954295,21.273884452919567,-12.063759863376617
440.0,40.77585271554666,39.88,9.303471721748913,21.273884452919567,-11.970412731170654
441.0,40.77585271554666,39.912,9.312593914608563,21.273884452919567,-11.961290538311005
442.0,40.77585271554666,39.848,9.219634808640087,21.273884452919567,-12.05424964427948
443.0,40.77585271554666,39.848,9.267834104637707,21.273884452919567,-12.00605034828186
444.0,40.77585271554666,39.912,9.251373387913311,21.273884452919567,-12.022511065006256
445.0,40.77585271554666,39.783,9.142515935043896,21.273884452919567,-12.131368517875671
446.0,40.77585271554666,39.783,9.301499404053295,21.273884452919567,-11.972385048866272
447.0,40.77585271554666,39.751,9.278478004078472,21.273884452919567,-11.995406448841095
448.0,40.77585271554666,39.751,9.294805504421795,21.273884452919567,-11.979078948497772
449.0,40.77585271554666,39.783,9.280615724663342,21.273884452919567,-11.993268728256226
450.0,40.77585271554666,39.783,9.195364393333996,21.273884452919567,-12.078520059585571
451.0,40.77585271554666,39.751,9.188430883030499,21.273884452919567,-12.085453569889069
452.0,40.77585271554666,39.654,9.287722684483136,21.273884452919567,-11.986161768436432
453.0,40.77585271554666,39.654,9.387935377697552,21.273884452919567,-11.885949075222015
454.0,40.77585271554666,39.815,9.364764668087567,21.273884452919567,-11.909119784832
455.0,40.77585271554666,39.687,9.09599033747157,21.273884452919567,-12.177894115447998
456.0,40.77585271554666,39.687,9.313130356411541,21.273884452919567,-11.960754096508026
457.0,40.77585271554666,39.687,9.31188491735896,21.273884452919567,-11.961999535560608
458.0,40.77585271554666,39.783,9.260537602047528,21.273884452919567,-12.01334685087204
459.0,40.77585271554666,39.654,9.114037133793438,21.273884452919567,-12.15984731912613
460.0,40.77585271554666,39.719,9.34344110641917,21.273884452919567,-11.930443346500397
461.0,40.77585271554666,39.654,9.128852762322033,21.273884452919567,-12.145031690597534
462.0,40.77585271554666,39.654,9.219538249115551,21.273884452919567,-12.054346203804016
463.0,40.77585271554666,39.654,9.183583237270916,21.273884452919567,-12.090301215648651
464.0,40.77585271554666,39.622,9.195268727879132,21.273884452919567,-12.078615725040436
465.0,40.77585271554666,39.719,9.227096714119519,21.273884452919567,-12.046787738800049
466.0,40.77585271554666,39.654,9.024260915855969,21.273884452919567,-12.249623537063599
467.0,40.77585271554666,39.59,9.027286447624768,21.273884452919567,-12.2465980052948
468.0,40.77585271554666,39.654,9.148698426823223,21.273884452919567,-12.125186026096344
469.0,40.77585271554666,39.558,8.945025779347027,21.273884452919567,-12.32885867357254
470.0,40.77585271554666,39.783,9.079602040390576,21.273884452919567,-12.194282412528992
471.0,40.77585271554666,39.59,8.72205016766032,21.273884452919567,-12.551834285259247
472.0,40.77585271554666,39.558,8.941739179234112,21.273884452919567,-12.332145273685455
473.0,40.77585271554666,39.622,8.911132492165173,21.273884452919567,-12.362751960754395
474.0,40.77585271554666,39.687,8.744899012188519,21.273884452919567,-12.528985440731049
475.0,40.77585271554666,39.622,8.602616764645184,21.273884452919567,-12.671267688274384
476.0,40.77585271554666,39.622,8.659210480789746,21.273884452919567,-12.614673972129822
477.0,40.77585271554666,39.622,8.47844836864909,21.273884452919567,-12.795436084270477
478.0,40.77585271554666,39.59,8.451954402069653,21.273884452919567,-12.821930050849915
479.0,40.77585271554666,39.59,8.42687753591975,21.273884452919567,-12.847006916999817
480.0,40.77585271554666,39.622,8.33795604858836,21.273884452919567,-12.935928404331207
481.0,40.77585271554666,39.687,8.188923575024212,21.273884452919567,-13.084960877895355
482.0,40.77585271554666,39.558,8.051671363453472,21.273884452919567,-13.222213089466095
483.0,40.77585271554666,39.654,8.138393439392651,21.273884452919567,-13.135491013526917
484.0,40.77585271554666,39.59,7.9122179523511775,21.273884452919567,-13.36166650056839
485.0,40.77585271554666,39.59,7.923925794701184,21.273884452919567,-13.349958658218384
486.0,40.77585271554666,39.687,7.876729644875134,21.273884452919567,-13.397154808044434
487.0,40.77585271554666,39.654,7.674402572254742,21.273884452919567,-13.599481880664825
488.0,40.77585271554666,39.622,7.6139822379156,21.273884452919567,-13.659902215003967
489.0,40.77585271554666,39.622,7.626425899605358,21.273884452919567,-13.647458553314209
490.0,40.77585271554666,39.654,7.618903197388256,21.273884452919567,-13.654981255531311
491.0,40.77585271554666,39.622,7.572402633766735,21.273884452919567,-13.701481819152832
492.0,40.77585271554666,39.59,7.563423492054547,21.273884452919567,-13.71046096086502
493.0,40.77585271554666,39.558,7.529902137856091,21.273884452919567,-13.743982315063477
494.0,40.77585271554666,39.59,7.62188760195216,21.273884452919567,-13.651996850967407
495.0,40.77585271554666,39.622,7.576309718231762,21.273884452919567,-13.697574734687805
496.0,40.77585271554666,39.558,7.560405112843121,21.273884452919567,-13.713479340076447
497.0,40.77585271554666,39.654,7.669584430794323,21.273884452919567,-13.604300022125244
498.0,40.77585271554666,39.59,7.611557520966137,21.273884452919567,-13.66232693195343
499.0,40.77585271554666,39.622,7.660032190422619,21.273884452919567,-13.613852262496948
500.0,40.77585271554666,39.558,7.689429201225842,21.273884452919567,-13.584455251693726
